0,Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Location,Performance_Rating,Experience_Years,Status,Work_Mode,Salary
213,EMP0000214,Caleb Valencia,Sales,Business Development Manager,2021-02-01,"Chadhaven, Northern Mariana Islands",5,4,Active,On-site,1649214
214,EMP0000215,Katherine Hull,Operations,Logistics Coordinator,2023-01-08,"Sarahberg, New Zealand",2,2,Active,Remote,585626
215,EMP0000216,Melissa Turner,Sales,Sales Executive,2020-06-30,"Spencerview, Cayman Islands",1,5,Active,On-site,501656
216,EMP0000217,Bruce Carroll,Marketing,Marketing Executive,2016-08-30,"New Laura, Colombia",4,8,Active,Remote,492463
217,EMP0000218,Brandy Cisneros,Sales,Sales Director,2015-11-06,"Jamesburgh, Botswana",2,9,Active,On-site,1008572
218,EMP0000219,Laura Johnson,Operations,Operations Executive,2018-10-17,"Lake Robert, Bulgaria",3,6,Active,On-site,517213
219,EMP0000220,Carl Bennett,Finance,Finance Manager,2013-06-14,"Johnshire, Western Sahara",3,12,Active,Remote,2312523
220,EMP0000221,Tracy Schultz,HR,HR Executive,2021-05-09,"Munozstad, Netherlands",3,4,Resigned,On-site,543511
221,EMP0000222,Gregory Olson III,Operations,Operations Executive,2013-03-08,"East Bradleystad, Venezuela",1,12,Active,On-site,1050062
222,EMP0000223,Kelly Yates,Operations,Operations Executive,2017-09-03,"Alexandraville, Hungary",1,7,Active,On-site,1107214
223,EMP0000224,Kathryn Martin,Marketing,Marketing Executive,2017-11-16,"East Luke, Korea",1,7,Active,On-site,590875
224,EMP0000225,Seth Gonzalez,HR,HR Executive,2022-05-04,"East John, Saint Helena",2,3,Retired,Remote,563749
225,EMP0000226,Steven Hicks,IT,Software Engineer,2023-04-03,"Matthewsmouth, Kyrgyz Republic",4,2,Active,Remote,912385
226,EMP0000227,Christopher Underwood,IT,DevOps Engineer,2024-05-04,"West James, Singapore",3,1,Active,On-site,460327
227,EMP0000228,Anne Collins,Finance,Financial Analyst,2019-12-15,"West Amyside, Guatemala",3,5,Active,On-site,1395393
228,EMP0000229,Kevin Monroe,Sales,Account Manager,2023-06-05,"Port Robertmouth, Korea",4,2,Active,On-site,1107605
229,EMP0000230,Christopher Williams,Sales,Sales Director,2021-03-13,"Kevinborough, Puerto Rico",1,4,Retired,Remote,760419
230,EMP0000231,Keith Chase,Sales,Sales Executive,2018-01-12,"Dianefort, Guinea-Bissau",2,7,Resigned,On-site,869170
231,EMP0000232,Elizabeth Oliver,Finance,Accountant,2022-03-21,"West Katelynfort, El Salvador",4,3,Resigned,On-site,862897
232,EMP0000233,Melissa Murphy,Sales,Sales Executive,2022-12-21,"West Kaylamouth, Christmas Island",2,2,Active,On-site,598035
233,EMP0000234,Dustin Thomas,Marketing,Content Strategist,2022-06-30,"Mooremouth, Lesotho",1,3,Resigned,Remote,469944
234,EMP0000235,Alyssa Evans,IT,Software Engineer,2023-07-19,"Clarkville, Korea",2,2,Resigned,On-site,1070885
235,EMP0000236,Carrie Craig,HR,HR Executive,2022-11-22,"Justinhaven, Sweden",1,2,Active,Remote,705560
236,EMP0000237,Sheila Young,HR,HR Manager,2022-03-12,"Timothyland, Central African Republic",1,3,Active,On-site,822899
237,EMP0000238,James Davis,IT,Software Engineer,2019-10-07,"East Heather, Syrian Arab Republic",4,5,Active,On-site,1239120
238,EMP0000239,Shelby Collins,Sales,Sales Executive,2018-12-10,"Lake Daniel, Cyprus",1,6,Active,On-site,896227
239,EMP0000240,Sonya Rodgers,IT,Software Engineer,2016-08-04,"New Francis, Faroe Islands",2,9,Active,On-site,1730504
240,EMP0000241,Mackenzie Holden,Operations,Logistics Coordinator,2023-09-17,"Moyerview, New Caledonia",2,1,Active,On-site,675522
241,EMP0000242,Ricardo Romero,R&D,Research Scientist,2019-01-19,"Rebeccamouth, Albania",4,6,Active,On-site,622318
242,EMP0000243,Carolyn Turner,HR,HR Executive,2024-05-29,"South Veronicaborough, French Southern Territories",3,1,Active,On-site,583155
243,EMP0000244,Heather Hayes,IT,IT Manager,2025-05-13,"East Johnbury, Mayotte",3,0,Active,On-site,2609857
244,EMP0000245,Terrance Curtis,IT,Software Engineer,2019-02-27,"Jonathanview, Liechtenstein",5,6,Active,On-site,1774843
245,EMP0000246,Christopher Stephens,IT,Software Engineer,2019-01-26,"North Jamesport, Netherlands",5,6,Active,Remote,765560
246,EMP0000247,Charles Mack,IT,Software Engineer,2022-07-07,"Lake Malikview, French Southern Territories",1,3,Resigned,Remote,969847
247,EMP0000248,William Shaffer,Sales,Business Development Manager,2015-07-31,"Dianafurt, Madagascar",5,10,Resigned,On-site,1147267
248,EMP0000249,Brandon Montes,Marketing,Content Strategist,2016-04-05,"Anthonymouth, Kiribati",4,9,Active,On-site,823191
249,EMP0000250,Jon Murphy,R&D,Product Developer,2017-03-12,"Colleenshire, Croatia",3,8,Resigned,Remote,543053
250,EMP0000251,Tina Aguilar,R&D,Research Scientist,2015-11-09,"Leslieland, Papua New Guinea",3,9,Active,Remote,406394
251,EMP0000252,David Oliver,Marketing,Marketing Executive,2021-03-07,"Williamsmouth, Palestinian Territory",5,4,Active,Remote,539520
252,EMP0000253,Charles Peters,Operations,Logistics Coordinator,2017-05-30,"South Rebecca, Luxembourg",3,8,Terminated,On-site,589290
253,EMP0000254,Carmen Allen,Sales,Business Development Manager,2022-09-14,"Cunninghammouth, Guam",3,2,Active,On-site,1306520
254,EMP0000255,Carrie Nguyen,Finance,Finance Manager,2012-03-13,"Lake Michelle, Latvia",1,13,Retired,On-site,2277178
255,EMP0000256,Lisa Lloyd,Sales,Account Manager,2015-09-10,"South Nicholas, Venezuela",3,9,Resigned,On-site,420787
256,EMP0000257,Daniel Hess,Operations,Logistics Coordinator,2017-05-16,"Dominiqueberg, Italy",2,8,Active,Remote,486337
257,EMP0000258,Kevin Jordan,IT,Software Engineer,2023-09-27,"Elizabethshire, Egypt",1,1,Resigned,Remote,745435
258,EMP0000259,Monique Mays DDS,Operations,Operations Executive,2018-03-10,"Ninaberg, Antarctica (the territory South of 60 deg S)",3,7,Active,On-site,962414
259,EMP0000260,Anthony King,HR,HR Executive,2023-09-07,"Meganville, Slovakia (Slovak Republic)",4,1,Resigned,Remote,642716
260,EMP0000261,James Steele,Finance,CFO,2019-08-04,"North Laurenland, Antigua and Barbuda",4,6,Active,On-site,1054006
261,EMP0000262,Eric Smith,Sales,Sales Executive,2012-07-22,"Rhodesfurt, Monaco",1,13,Active,On-site,666567
262,EMP0000263,Laura Young,Operations,Logistics Coordinator,2019-06-24,"West Madison, Armenia",2,6,Active,Remote,809698
263,EMP0000264,Kathryn Estes,IT,DevOps Engineer,2017-05-29,"South Hannahton, Dominica",1,8,Active,On-site,827834
264,EMP0000265,Matthew Allen,Sales,Sales Executive,2013-12-24,"South Andrewview, North Macedonia",3,11,Active,On-site,440546
265,EMP0000266,Jason Morris,Finance,Accountant,2018-05-27,"South Timothyfort, Kyrgyz Republic",3,7,Active,Remote,730667
266,EMP0000267,Antonio Thomas,HR,Talent Acquisition Specialist,2024-02-26,"East Madeline, Pitcairn Islands",3,1,Resigned,Remote,1014523
267,EMP0000268,Jacqueline Jones,IT,DevOps Engineer,2016-05-19,"Jasonville, Aruba",4,9,Active,On-site,531045
268,EMP0000269,Megan Parker,IT,CTO,2018-03-10,"Oliverborough, Finland",2,7,Active,On-site,673455
269,EMP0000270,John Hays,Operations,Operations Executive,2023-08-11,"Camposshire, Namibia",2,2,Active,On-site,1031849
270,EMP0000271,Jennifer Allen,IT,Software Engineer,2018-05-23,"Lake Robinborough, United Kingdom",3,7,Resigned,On-site,1604150
271,EMP0000272,Cody Roman,Finance,Accountant,2016-03-31,"Port Arthurfort, Tajikistan",2,9,Active,Remote,872291
272,EMP0000273,Mrs. Christina Jackson,IT,Data Analyst,2025-02-11,"Warnerbury, Equatorial Guinea",5,0,Active,On-site,1149127
273,EMP0000274,Michael Anderson,Finance,Financial Analyst,2022-09-02,"Ariasstad, Tokelau",1,2,Active,On-site,1304771
274,EMP0000275,Scott Edwards,Marketing,Marketing Executive,2012-08-24,"Brendatown, Rwanda",1,12,Resigned,On-site,411435
275,EMP0000276,Jeffrey Kline,IT,Software Engineer,2015-10-23,"Hernandezshire, Morocco",1,9,Active,On-site,1623945
276,EMP0000277,Michael Kidd,Sales,Business Development Manager,2018-03-14,"Port Kristenburgh, Germany",2,7,Terminated,On-site,1191561
277,EMP0000278,Shawna Ochoa,R&D,Lab Technician,2017-08-12,"Sarabury, Anguilla",1,8,Active,Remote,675325
278,EMP0000279,Dylan Howe,Marketing,Marketing Executive,2024-04-01,"East Robert, United States of America",4,1,Active,On-site,874427
279,EMP0000280,Sarah Lee,Operations,Operations Executive,2024-08-22,"Jessicahaven, Moldova",4,0,Active,Remote,754880
280,EMP0000281,Katie Kim,Sales,Sales Executive,2023-10-28,"Jenniferland, Puerto Rico",2,1,Retired,Remote,405227
281,EMP0000282,Lisa Rogers,IT,Software Engineer,2021-11-16,"Dixonport, Ghana",2,3,Active,Remote,915679
282,EMP0000283,Timothy Hughes,IT,Software Engineer,2020-08-16,"New Christina, Denmark",2,4,Active,Remote,953157
283,EMP0000284,Laurie Jackson,IT,Software Engineer,2024-10-25,"Savannahport, Kazakhstan",1,0,Resigned,Remote,1618997
284,EMP0000285,Matthew Scott,IT,Data Analyst,2023-05-09,"East Kennethview, Antarctica (the territory South of 60 deg S)",1,2,Active,On-site,688259
285,EMP0000286,Mr. Thomas Mcgrath,Sales,Account Manager,2019-05-20,"Danielshire, Czech Republic",4,6,Active,On-site,807216
286,EMP0000287,Brianna Case,Marketing,Marketing Executive,2020-01-16,"Amberfort, Saint Vincent and the Grenadines",1,5,Active,Remote,859806
287,EMP0000288,Kenneth Rodriguez,HR,HR Executive,2025-07-19,"Garciatown, Singapore",3,0,Active,Remote,439991
288,EMP0000289,Mary Miller,IT,Software Engineer,2023-12-12,"Jamesborough, Sudan",1,1,Active,Remote,1005851
289,EMP0000290,Jacob Cooper,IT,DevOps Engineer,2010-09-10,"Gonzalezbury, Namibia",1,14,Active,Remote,641078
290,EMP0000291,Kathryn Kirk,IT,Software Engineer,2013-11-27,"Thomasport, Chad",3,11,Active,On-site,1138272
291,EMP0000292,Brendan Harris,IT,DevOps Engineer,2020-03-11,"Cynthiaside, Colombia",5,5,Active,Remote,624321
292,EMP0000293,Victoria Smith,Sales,Account Manager,2023-11-14,"North Sean, Denmark",5,1,Resigned,Remote,720140
293,EMP0000294,David Solis,Sales,Account Manager,2021-07-14,"Lake Alexandriahaven, Pitcairn Islands",5,4,Terminated,Remote,986454
294,EMP0000295,Dr. Sheryl Harris,IT,Software Engineer,2015-10-27,"South Jennifer, Venezuela",1,9,Terminated,Remote,1047082
295,EMP0000296,William Peterson,IT,Data Analyst,2022-03-19,"Shermanhaven, Malawi",2,3,Active,Remote,968687
296,EMP0000297,Jennifer Sexton,IT,Software Engineer,2022-08-29,"Port Heather, Peru",5,2,Active,Remote,1184297
297,EMP0000298,Emily Whitaker,Marketing,Marketing Executive,2022-05-12,"Lake Amber, Taiwan",5,3,Active,On-site,516134
298,EMP0000299,Debra Jacobs,Operations,Operations Executive,2011-05-07,"Floresside, Gabon",1,14,Active,On-site,1072516
299,EMP0000300,Tiffany Cannon,IT,DevOps Engineer,2025-03-05,"Rosefurt, Colombia",4,0,Active,On-site,992629
300,EMP0000301,Gloria Hamilton,IT,Software Engineer,2022-06-11,"South Megantown, Belgium",5,3,Resigned,On-site,798891
301,EMP0000302,Lori Jones,Sales,Sales Executive,2011-03-23,"South Shannonport, Hungary",2,14,Active,Remote,865242
302,EMP0000303,Joseph Banks,Operations,Logistics Coordinator,2022-12-01,"Davidsonville, Libyan Arab Jamahiriya",1,2,Active,Remote,735544
303,EMP0000304,Phillip Wright,IT,Software Engineer,2014-10-15,"Lake Erica, Slovenia",1,10,Active,On-site,1780363
304,EMP0000305,Michele Zhang,Operations,Operations Executive,2016-12-15,"New Terrimouth, Lao People's Democratic Republic",2,8,Active,Remote,1081038
305,EMP0000306,Tonya Perez,IT,Data Analyst,2020-04-24,"Bergchester, Tajikistan",5,5,Retired,On-site,798481
306,EMP0000307,Angela Parker,Sales,Account Manager,2015-08-24,"Millerton, Puerto Rico",3,9,Active,On-site,637616
307,EMP0000308,Edward Austin,Operations,Operations Director,2024-11-11,"Lake Alexander, Lithuania",1,0,Active,On-site,925406
308,EMP0000309,Ann Sloan,IT,DevOps Engineer,2011-10-16,"Dianamouth, British Indian Ocean Territory (Chagos Archipelago)",4,13,Active,On-site,469293
309,EMP0000310,Joseph Stanley,R&D,Research Scientist,2022-08-20,"Lake Jennifer, Puerto Rico",3,2,Active,On-site,1014787
310,EMP0000311,Eddie Burch,Marketing,Content Strategist,2018-01-30,"North Christopher, Croatia",3,7,Active,On-site,748430
311,EMP0000312,Cody Castro,IT,Software Engineer,2024-11-06,"Torresburgh, Brunei Darussalam",2,0,Active,On-site,1278443
312,EMP0000313,Daniel Johnson,Operations,Operations Executive,2020-03-07,"New Patricia, Tuvalu",1,5,Active,On-site,1180981
313,EMP0000314,Amy Gates,Operations,Operations Executive,2019-10-31,"West Linda, Wallis and Futuna",5,5,Terminated,On-site,637032
314,EMP0000315,Barry Harris,Marketing,Content Strategist,2022-10-12,"Foxmouth, Saint Vincent and the Grenadines",5,2,Active,Remote,708964
315,EMP0000316,Daniel Trevino,IT,Software Engineer,2020-05-22,"Port Sheri, Czech Republic",3,5,Active,On-site,1605377
316,EMP0000317,Elizabeth Stone,IT,Software Engineer,2018-01-24,"Jasonborough, Norway",4,7,Active,Remote,920183
317,EMP0000318,Joel Sutton,IT,Software Engineer,2017-10-11,"Courtneyburgh, Finland",1,7,Resigned,Remote,1682509
318,EMP0000319,Randy Davila,Sales,Sales Executive,2018-11-06,"Bonnieburgh, Oman",4,6,Terminated,Remote,691037
319,EMP0000320,Joseph Harris,R&D,Product Developer,2018-07-29,"East Jonathan, Costa Rica",1,7,Active,On-site,1176676
320,EMP0000321,James Moore,IT,CTO,2025-07-22,"East Danielchester, Cambodia",4,0,Resigned,On-site,1055323
321,EMP0000322,Jordan Wise,Marketing,Marketing Executive,2019-12-15,"East Michaelfort, Bosnia and Herzegovina",3,5,Resigned,On-site,1030074
322,EMP0000323,Thomas Long,Sales,Business Development Manager,2024-07-01,"Lake Lindsey, Iran",2,1,Active,On-site,1171104
323,EMP0000324,Andrew Davis,IT,IT Manager,2024-12-09,"West Robert, Lesotho",3,0,Retired,On-site,2582390
324,EMP0000325,James Martinez,IT,IT Manager,2020-11-04,"Andersonton, Armenia",1,4,Active,Remote,2086856
325,EMP0000326,Christina Davis,Operations,Operations Executive,2024-04-17,"South Mathew, Saint Pierre and Miquelon",3,1,Active,Remote,1198109
326,EMP0000327,Ashley Lloyd,Sales,Sales Executive,2016-06-28,"Martintown, Pakistan",1,9,Retired,Remote,852296
327,EMP0000328,Mariah Flores,IT,Software Engineer,2020-06-23,"Lake Nicholasport, Afghanistan",3,5,Active,Remote,714508
328,EMP0000329,Linda Mosley,Sales,Sales Executive,2025-06-11,"Jonesland, Niger",3,0,Active,On-site,539365
329,EMP0000330,Bridget Mcmahon,IT,Software Engineer,2021-07-02,"Terryview, Heard Island and McDonald Islands",3,4,Active,On-site,795391
330,EMP0000331,Christopher Baker,Operations,Operations Executive,2022-11-21,"New Melissa, Suriname",4,2,Resigned,Remote,608574
331,EMP0000332,Valerie Brown,Marketing,Marketing Executive,2017-12-17,"Lake Marktown, United Kingdom",1,7,Resigned,Remote,780453
332,EMP0000333,Francisco Thomas,Finance,Financial Analyst,2013-02-25,"South Michaelbury, Malawi",4,12,Active,On-site,762353
333,EMP0000334,Matthew Sexton,Marketing,SEO Specialist,2018-08-18,"East Davidport, Congo",5,6,Terminated,Remote,455963
334,EMP0000335,Lisa Andrews,Operations,Supply Chain Manager,2022-09-04,"East Johnmouth, Gabon",1,2,Resigned,Remote,440822
335,EMP0000336,Christine Brown,HR,HR Executive,2019-12-02,"Port Angela, Martinique",2,5,Active,On-site,549036
336,EMP0000337,Lisa Norris,Marketing,Marketing Executive,2016-08-31,"Lake Sherryburgh, Trinidad and Tobago",2,8,Resigned,On-site,438280
337,EMP0000338,Kimberly Sims,Finance,Accountant,2023-10-06,"Smithfurt, Iceland",3,1,Retired,On-site,787840
338,EMP0000339,Stephanie Taylor,IT,Software Engineer,2022-05-11,"Brooksville, Mayotte",1,3,Active,On-site,855904
339,EMP0000340,Robert Clark,Sales,Business Development Manager,2024-03-25,"North Debbie, Israel",1,1,Active,Remote,1067757
340,EMP0000341,Brett Day,Sales,Account Manager,2019-08-31,"Kylebury, Bangladesh",1,5,Terminated,On-site,985527
341,EMP0000342,Jeff Gibson,IT,Data Analyst,2022-01-18,"Adamview, Mauritius",5,3,Active,On-site,1090443
342,EMP0000343,Jill Morales,Sales,Sales Executive,2017-02-16,"North Joseph, Botswana",2,8,Resigned,On-site,547554
343,EMP0000344,Monica Kirby,Operations,Operations Executive,2019-12-21,"Jessicahaven, Oman",3,5,Active,Remote,1094474
344,EMP0000345,Valerie Costa,Operations,Supply Chain Manager,2023-11-03,"Lake Luke, Kenya",4,1,Active,On-site,515936
345,EMP0000346,Dale Butler,Sales,Sales Executive,2015-09-10,"North Stephanie, Kazakhstan",4,9,Active,On-site,547713
346,EMP0000347,Douglas Ross,IT,Software Engineer,2019-06-11,"Timland, New Caledonia",2,6,Active,Remote,1537720
347,EMP0000348,Brendan Mejia,Marketing,Marketing Executive,2020-03-12,"West Donaldchester, Cape Verde",5,5,Active,On-site,797788
348,EMP0000349,Lawrence Vaughan,Marketing,SEO Specialist,2020-12-24,"Tamaraton, Montenegro",4,4,Retired,On-site,790786
349,EMP0000350,Mr. David Castillo,Finance,Accountant,2020-05-30,"South Brandon, Liechtenstein",2,5,Active,Remote,770332
350,EMP0000351,Tiffany Yang,Sales,Business Development Manager,2015-09-10,"Ronaldland, Liechtenstein",2,9,Active,On-site,1614520
351,EMP0000352,Leslie Mann,IT,DevOps Engineer,2021-09-15,"New Dawnborough, Belgium",3,3,Active,On-site,932215
352,EMP0000353,Sarah Franklin,HR,HR Manager,2019-09-18,"North Joycemouth, Zimbabwe",3,5,Resigned,Remote,762226
353,EMP0000354,Michael Henderson,IT,Software Engineer,2025-03-17,"Elliottmouth, Iran",2,0,Active,On-site,1712339
354,EMP0000355,Keith Lucas,IT,Data Analyst,2023-05-28,"Port Wesleyberg, Congo",2,2,Active,Remote,867575
355,EMP0000356,Jeremy Ellis,R&D,Research Scientist,2021-07-05,"East Karen, Syrian Arab Republic",4,4,Active,Remote,608389
356,EMP0000357,Edwin Gallegos,R&D,Lab Technician,2025-02-22,"Reidfurt, Peru",2,0,Active,On-site,835679
357,EMP0000358,Bethany Medina,IT,Software Engineer,2019-11-01,"West Kevinview, Egypt",1,5,Active,Remote,1550172
358,EMP0000359,Brian Gutierrez,IT,Data Analyst,2016-12-27,"Alejandrastad, Uzbekistan",5,8,Active,Remote,1092815
359,EMP0000360,Christopher Payne,Operations,Supply Chain Manager,2017-12-06,"Andresville, Colombia",3,7,Retired,Remote,1077359
360,EMP0000361,Bianca Wallace,Marketing,SEO Specialist,2018-06-09,"North Matthewmouth, Fiji",3,7,Active,Remote,825889
361,EMP0000362,Joan Ramirez,Sales,Business Development Manager,2023-04-07,"Kristenmouth, El Salvador",2,2,Active,On-site,749440
362,EMP0000363,Timothy Elliott,Sales,Sales Executive,2019-10-02,"New Francisco, Lesotho",5,5,Resigned,On-site,679492
363,EMP0000364,Jason Cobb,IT,Software Engineer,2015-10-05,"Daviston, Bahrain",4,9,Active,Remote,1138109
364,EMP0000365,Tara Santos,Sales,Business Development Manager,2023-09-02,"South Alicia, Djibouti",5,1,Retired,Remote,824096
365,EMP0000366,Destiny Forbes,HR,HR Executive,2021-02-18,"Amberville, Saint Martin",3,4,Active,On-site,305335
366,EMP0000367,Keith Crawford,IT,Software Engineer,2020-03-27,"North Anthony, Latvia",4,5,Active,Remote,728004
367,EMP0000368,Olivia Ramirez,Marketing,SEO Specialist,2024-11-29,"South Lindsey, Denmark",2,0,Active,On-site,461000
368,EMP0000369,Theresa Golden,IT,Software Engineer,2025-05-23,"Chambersmouth, Bosnia and Herzegovina",5,0,Resigned,On-site,670692
369,EMP0000370,Joseph Kidd,Operations,Logistics Coordinator,2013-03-13,"Grayfurt, Singapore",3,12,Active,On-site,610232
370,EMP0000371,Anthony Henderson,IT,Software Engineer,2021-08-24,"West Scott, New Caledonia",5,3,Resigned,Remote,884242
371,EMP0000372,Nicole Obrien,R&D,Product Developer,2016-09-25,"Lake Matthewberg, Germany",5,8,Active,On-site,735106
372,EMP0000373,Amber Foster,Finance,Accountant,2021-01-23,"Brownmouth, Slovenia",2,4,Active,On-site,481359
373,EMP0000374,Wesley Hudson,Operations,Logistics Coordinator,2016-04-09,"Edwardsshire, Monaco",2,9,Resigned,Remote,888123
374,EMP0000375,Felicia Smith,IT,IT Manager,2022-03-09,"East Antonioshire, Austria",1,3,Active,On-site,1490248
375,EMP0000376,Courtney Cunningham,R&D,Product Developer,2013-09-16,"North Brandon, Brazil",3,11,Active,On-site,1156787
376,EMP0000377,Betty Henderson,IT,IT Manager,2017-03-25,"Hillshire, American Samoa",5,8,Active,Remote,2075810
377,EMP0000378,Donald Carroll,Operations,Operations Executive,2024-06-30,"West Patriciaside, Azerbaijan",2,1,Active,On-site,1134939
